val_loss,epoch,step
1.9016507863998413,0,137
1.8820494413375854,1,275
1.8632433414459229,2,413
1.8453439474105835,3,551
1.8286354541778564,4,689
1.8125591278076172,5,827
1.797532081604004,6,965
1.7833473682403564,7,1103
1.7702616453170776,8,1241
1.7579238414764404,9,1379
