val_loss,epoch,step
1.822064757347107,0,137
1.8041393756866455,1,275
1.7871668338775635,2,413
1.770979881286621,3,551
1.7560184001922607,4,689
1.7418102025985718,5,827
1.7285178899765015,6,965
1.7160269021987915,7,1103
1.7045576572418213,8,1241
1.6937153339385986,9,1379
